word,freq,log.freq,lemmafreq,log.lemmafreq,pos,syllable.count
nevelés,25618,10.151050508391082,55490,10.923958103319947,NOUN,3
pápa,25598,10.150269502415737,34252,10.441500236146082,NOUN,2
települési,25597,10.150230436100662,25614,10.150894355986017,ADJ,5
alkotmányos,25552,10.148470870454794,26845,10.19783486285667,ADJ,4
korai,25547,10.148275171908208,29225,10.282779786340269,ADJ,3
elengedhetetlen,25533,10.14772701214507,31573,10.360057603961561,ADJ,6
fejezet,25510,10.146825811135857,78989,11.27706388124797,NOUN,3
park,25494,10.146198409342867,54932,10.913851335650172,NOUN,1
végleges,25468,10.145178041136916,34383,10.44531753516481,ADJ,3
megállapított,25459,10.144824594042303,25666,10.152922437804406,ADJ,5
eredetileg,25424,10.143448888776497,25424,10.143448888776497,ADV,5
anya,25396,10.142346960290341,95173,11.46345156710818,NOUN,2
rendes,25383,10.141834937592611,41178,10.62565941213669,ADJ,2
végző,25372,10.141401482753787,30080,10.311615778063777,ADJ,2
lengyel,25357,10.140810105023608,31018,10.342322960119398,ADJ,2
szoros,25352,10.140612901370757,57206,10.954414066971678,ADJ,2
biológiai,25330,10.13974474299572,25396,10.142346960290341,ADJ,6
érzés,25312,10.139033870567381,83148,11.328377431415381,NOUN,2
technológiai,25276,10.137610607893345,25294,10.138322492439922,ADJ,6
szakember,25255,10.136779434902152,118817,11.685339773316288,NOUN,3
királyi,25253,10.136700239527121,25375,10.141519716344089,ADJ,3
távol,25247,10.136462615763627,31543,10.359106973305016,ADV,2
karakter,25222,10.13547190851582,43769,10.686681083225299,NOUN,3
amilyen,25214,10.135154674791215,38912,10.56905796532584,NOUN,3
beteg,25210,10.134996020181966,126612,11.748882570930093,NOUN,2
adat,25171,10.13344781717726,346269,12.754971208624392,NOUN,2
sajtó,25144,10.132374578477403,46559,10.748475604511441,NOUN,2
esti,25108,10.130941799437423,25411,10.142937430124647,ADJ,2
pályázó,25087,10.130105062661839,62703,11.046164572366338,NOUN,3
gondolat,25041,10.128269760518846,126317,11.746549899439147,NOUN,3
vállalkozó,25027,10.127710521069902,86114,11.363427278823627,NOUN,4
népi,24976,10.125670642755214,25582,10.149644258159338,ADJ,2
tavalyi,24970,10.12543038327382,29287,10.284899010540572,ADJ,3
szovjet,24964,10.125190066053934,27614,10.226078169476098,ADJ,2
békés,24944,10.124388591297558,30535,10.326628845657234,ADJ,2
ég,24902,10.122703400512357,67449,11.119127035729113,NOUN,1
határozott,24863,10.121136033568359,47258,10.763377230759513,ADJ,4
drága,24847,10.120492299890929,41432,10.631808808103727,ADJ,2
növekedés,24768,10.117307776389454,92750,11.437662980469682,NOUN,4
honnan,24757,10.116863556291285,24757,10.116863556291285,ADV,2
nyilvánvaló,24604,10.110664310328259,55692,10.927591789029176,ADJ,4
térség,24579,10.109647698809924,83072,11.327462980623707,NOUN,2
ünnepi,24541,10.108100467230903,24755,10.116782767795524,ADJ,3
ábra,24526,10.10748905832197,45422,10.723751848155539,NOUN,2
létező,24503,10.106550838016146,28196,10.246935402893767,ADJ,3
hulladék,24470,10.105203156436717,50883,10.83728415853995,NOUN,3
90,24451,10.104426393862145,35091,10.465699966318816,NUM,0
politikus,24426,10.103403417731034,63575,11.059975590290321,NOUN,4
választás,24392,10.10201048866809,113518,11.639716693637851,NOUN,3
km,24381,10.101559419421314,46847,10.754642251464746,NOUN,0
oly,24372,10.101190211368385,76660,11.247135338934546,ADJ,1
eredményes,24354,10.100451386066952,46305,10.743005225604369,ADJ,4
tele,24336,10.099712014499074,25762,10.156655816956032,ADV,2
valaha,24281,10.097449430486758,24281,10.097449430486758,ADV,3
forró,24268,10.096913889062188,27314,10.21515467023837,ADJ,2
északi,24259,10.096542961533052,24933,10.123947506221135,ADJ,3
szűk,24254,10.096336831216737,41944,10.644090674252368,ADJ,1
megjelölt,24241,10.095800693457734,24682,10.11382951201313,ADJ,3
modell,24234,10.095511884791469,65382,11.08800227020494,NOUN,2
időnként,24233,10.095470619600714,24233,10.095470619600714,ADV,3
70,24171,10.092908846445306,31401,10.354595018522993,NUM,0
pécsi,24168,10.092784723066508,24358,10.100615616647056,ADJ,2
adó,24165,10.092660584279184,101405,11.526877678588233,NOUN,2
szomorú,24159,10.092412260463655,32671,10.394243113248184,ADJ,3
hang,24125,10.091003926207186,112119,11.62731608622361,NOUN,1
valóságos,24120,10.090796650841122,28859,10.270177181692885,ADJ,4
tanári,24099,10.089925624841921,24499,10.106387579373278,ADJ,3
forgalmi,24091,10.089593605747774,24372,10.101190211368385,ADJ,3
református,24069,10.088679984421766,31131,10.345959386273389,ADJ,4
ÁFA,24060,10.08830598952867,29581,10.294887542319458,NOUN,2
harminc,24030,10.087058328730514,27662,10.227814909184653,NUM,2
módosított,24015,10.086433914098924,24089,10.089510583746897,ADJ,4
vállalati,23990,10.08539235583374,24003,10.085934101518234,ADJ,4
utazási,23968,10.084474886316945,23973,10.084683476042573,ADJ,4
fejlett,23953,10.083848855954896,33726,10.42602433223013,ADJ,2
tökéletesen,23941,10.08334774933398,23941,10.08334774933398,ADV,5
könnyedén,23939,10.083264207145126,23939,10.083264207145126,ADV,3
szótár,23895,10.081424511012258,30991,10.341452118734878,NOUN,2
szolgálati,23886,10.081047792228372,23927,10.082762807393678,ADJ,4
téli,23877,10.080670931473959,24123,10.090921021216259,ADJ,2
maximum,23837,10.078994274334729,31029,10.342677530045913,ADV,3
hadd,23808,10.077776937632818,23808,10.077776937632818,CONJ,1
ritka,23799,10.077398841970112,28507,10.257904950133641,ADJ,2
haladó,23797,10.077314801294376,27117,10.20791611646652,ADJ,3
sokféle,23790,10.077020603297003,29088,10.278080996977206,ADJ,3
vallás,23787,10.076894491940509,57565,10.960670023107765,NOUN,2
kilenc,23759,10.075716685048787,33031,10.405201793433656,NUM,2
mégpedig,23750,10.075337809462788,23750,10.075337809462788,CONJ,3
baráti,23732,10.074579627378533,24463,10.104917050943584,ADJ,3
szakértői,23721,10.074116010739036,23735,10.074706030985418,ADJ,4
hibás,23711,10.073694354466978,27964,10.238673247631876,ADJ,2
diák,23679,10.072343858376511,108147,11.591246691745425,NOUN,2
nehogy,23673,10.072090437189145,23673,10.072090437189145,CONJ,2
mindjárt,23632,10.07035700477116,23632,10.07035700477116,ADV,2
államtitkár,23630,10.070272370180954,45695,10.729744161706302,NOUN,4
ellátott,23589,10.068535780659627,30670,10.331040257108297,ADJ,3
száraz,23532,10.066116475984346,30141,10.313641650130425,ADJ,2
hajlandó,23525,10.06581896445358,35784,10.485256145112684,ADJ,3
pesti,23486,10.064159777925026,24467,10.105080549819894,ADJ,2
munkáltató,23470,10.063478288845069,56594,10.94365825150499,NOUN,4
induló,23461,10.063094747044966,27748,10.230919044505193,ADJ,3
kínai,23449,10.062583129041906,30246,10.317119223310685,ADJ,3
mekkora,23439,10.062156580664855,25097,10.130503596064212,NOUN,3
rendőr,23384,10.059807306791082,53349,10.88461051241177,NOUN,2
írt,23374,10.059379572493102,24452,10.104467291148616,ADJ,1
érzelmi,23354,10.058523554635661,27123,10.208137355405476,ADJ,3
ennyire,23330,10.057495365015475,23330,10.057495365015475,ADV,3
lista,23325,10.057281025715545,101932,11.532061203278705,NOUN,2
kari,23314,10.056809317479777,23693,10.072934924846477,ADJ,2
vasúti,23264,10.054662380333246,23343,10.05805243228504,ADJ,3
szülő,23263,10.054619394540044,136139,11.821431701595209,NOUN,2
doktori,23256,10.054318442238712,23386,10.059892831700264,ADJ,3
ajánlott,23153,10.049879640751199,23652,10.07120295694072,ADJ,3
technika,23121,10.048496574446103,61759,11.030994992857726,NOUN,3
olvasó,23104,10.047761041692553,86923,11.372777948270842,NOUN,3
dokumentum,23072,10.046375040084676,88352,11.389084114729881,NOUN,4
szoba,23067,10.04615830370029,90745,11.415808654190501,NOUN,2
szánt,23051,10.045464431431677,24719,10.115327457678946,ADJ,1
gondolkodás,23018,10.044031797528437,50605,10.831805664623001,NOUN,4
abszolút,22925,10.039983297124666,27861,10.234983140444118,ADJ,3
tanulás,22919,10.039721539859407,73240,11.201496998788446,NOUN,3
káros,22917,10.039634272209469,26372,10.18005812023319,ADJ,2
eső,22899,10.03884852046658,50656,10.83281296268074,NOUN,2
rögzített,22878,10.03793102908562,23835,10.078910367638926,ADJ,3
őszi,22860,10.037143937348802,23025,10.044335861123507,ADJ,2
fajta,22822,10.035480261994625,62727,11.046547255939533,ADJ,2
régóta,22805,10.034735089145801,22805,10.034735089145801,ADV,3
idős,22801,10.034559673629849,70313,11.160711982466704,ADJ,2
rendelkezés,22747,10.032188547551861,227834,12.336372572589331,NOUN,4
hamis,22735,10.031660866259111,26249,10.175383172056032,ADJ,2
jelenség,22692,10.029767718446458,62363,11.040727429775957,NOUN,3
tényező,22680,10.029238757841688,73569,11.20597902033699,NOUN,3
érthető,22670,10.028797743501574,31617,10.361450229602047,ADJ,3
katona,22625,10.026810768568128,58758,10.98118259294885,NOUN,3
felelősség,22615,10.026368681911944,115176,11.654216672206191,NOUN,4
kormányzat,22570,10.024376869811581,71828,11.182029651161788,NOUN,3
legutóbbi,22504,10.021448350169694,22839,10.036224879974322,ADJ,4
vehető,22500,10.021270588192511,26310,10.177704374034338,ADJ,3
pedagógus,22498,10.021181695352771,66717,11.10821507199294,NOUN,4
bonyolult,22475,10.020158859339821,37747,10.538661281320572,ADJ,3
egyenesen,22460,10.019491228292434,22460,10.019491228292434,ADV,4
forgalom,22436,10.018422090628228,74508,11.218661781152893,NOUN,3
belföldi,22429,10.018110043372825,22556,10.023756384927072,ADJ,3
eleve,22429,10.018110043372825,22429,10.018110043372825,ADV,3
demokrácia,22404,10.016994793329722,37031,10.519510678674001,NOUN,5
ugyanolyan,22371,10.015520756211904,26812,10.196604827477849,NOUN,4
végig,22351,10.014626341770095,50357,10.82689291529569,ADV,2
megszokott,22345,10.014357861367552,27250,10.21280880009139,ADJ,3
ülés,22334,10.013865460005738,136224,11.82205586862788,NOUN,2
maximális,22273,10.011130461551485,33582,10.421745488119415,ADJ,4
végtelen,22269,10.010950855785657,26443,10.182746751976826,ADJ,3
másként,22248,10.010007395913801,22248,10.010007395913801,ADV,2
órás,22238,10.009557816263195,22956,10.041334619228254,ADJ,2
pont,22217,10.008613040577128,364693,12.806811182754602,ADV,1
mindenkori,22168,10.006405086542815,22179,10.00690117422521,ADJ,4
kezdő,22156,10.005863619152995,31113,10.345381017257845,ADJ,2
maga,22081,10.00247278922055,396554,12.890567502460971,NOUN,2
földrajzi,22067,10.001838558883081,23977,10.08485031650177,ADJ,3
rendszerváltás,22065,10.001747921703648,29900,10.305613759378778,NOUN,4
mindenekelőtt,22059,10.001475960864331,22064,10.001702600033083,ADV,5
szóbeli,22000,9.998797732340453,22870,10.037581287016828,ADJ,3
alapos,21972,9.99752419446251,55835,10.930156191879892,ADJ,3
tanulmány,21957,9.996841274269336,104784,11.559656367457835,NOUN,3
lépés,21931,9.995656440007505,128504,11.763715311237602,NOUN,2
etikai,21905,9.994470200248,21944,9.99624903261744,ADJ,4
bácsi,21904,9.99442454752823,29101,10.278527816830314,NOUN,2
bármelyik,21893,9.993922230007335,34492,10.448482692072215,ADJ,3
ideális,21873,9.99300827847454,25572,10.149253281886617,ADJ,4
elismert,21859,9.992368015030003,26892,10.199584123588927,ADJ,3
közlekedés,21838,9.99140685057401,38236,10.551532759183653,NOUN,4
szokás,21833,9.991177865663117,66677,11.107615344850805,NOUN,2
írás,21810,9.990123859195675,147362,11.900647423601159,NOUN,2
nemi,21807,9.989986298152745,22239,10.00960278332483,ADJ,2
szempont,21804,9.989848718184172,254872,12.44851673733176,NOUN,2
legkésőbb,21796,9.989481745702989,21796,9.989481745702989,ADV,3
globális,21776,9.988563724891247,23782,10.076684270997523,ADJ,3
szülői,21744,9.987093136390925,21764,9.988012507605816,ADJ,3
művészet,21744,9.987093136390925,54960,10.914360926896231,NOUN,3
Éva,21733,9.986587121705702,25897,10.161882410862972,NOUN,2
délelőtt,21715,9.985758544968922,27633,10.226765989656345,ADV,3
fegyelmi,21713,9.985666438493771,22233,10.009332950619468,ADJ,3
fél,21695,9.98483709823245,338139,12.731212332531642,NOUN,1
túlságosan,21682,9.984237702221238,21682,9.984237702221238,ADV,4
melléklet,21595,9.980217085394802,69033,11.142339930118684,NOUN,3
sárga,21588,9.979892883738533,26582,10.187989573981278,ADJ,2
szerves,21584,9.979707578447536,22047,10.000931817196982,ADJ,2
jelentés,21570,9.979058739383202,112185,11.627904573293877,NOUN,3
egyén,21559,9.978548641758007,44974,10.713839823996778,NOUN,2
marketing,21537,9.977527665244592,25598,10.150269502415737,NOUN,3
igazából,21502,9.975901233045173,21504,9.975994243322877,ADV,4
tőke,21501,9.975854724662028,39244,10.577553845283282,NOUN,2
nagyjából,21496,9.975622150295328,21496,9.975622150295328,ADV,3
bizottsági,21485,9.975110296209095,21517,9.976598599353451,ADJ,4
védelmi,21476,9.97469131154246,21551,9.978177498167572,ADJ,3
tulajdonos,21456,9.97375960552146,101193,11.524784863482676,NOUN,4
telefon,21448,9.973386679915794,64084,11.067950001766604,NOUN,3
utazás,21438,9.972920327251465,48067,10.78035114995359,NOUN,3
támogatott,21428,9.972453757000851,30720,10.332669187261608,ADJ,4
kölcsönös,21401,9.97119292889014,29610,10.295867421095638,ADJ,3
nemes,21373,9.96988372217581,28857,10.270107876820726,ADJ,2
tűz,21362,9.969368921649641,75529,11.232271967447572,NOUN,1
bűn,21199,9.961709289736252,63158,11.053394802257065,NOUN,1
kitűnő,21073,9.955747879197213,27422,10.2191008899166,ADJ,3
ahová,21069,9.95555804482713,21069,9.95555804482713,ADV,3
nagyszerű,21068,9.95551058060328,26380,10.180361426271306,ADJ,3
bírósági,21035,9.95394299602462,21039,9.95413313720502,ADJ,4
idegenforgalmi,21013,9.952896572793671,21030,9.953705268696746,ADJ,6
elképzelhető,21005,9.952515783603483,23958,10.084057576291276,ADJ,5
nettó,20993,9.951944327804322,21498,9.975715186533009,ADJ,2
művészi,20986,9.951610827717856,22448,10.018956802342242,ADJ,3
ellenőrző,20963,9.950514257963883,21865,9.992642463847021,ADJ,4
béke,20924,9.948652104490503,44880,10.711747540196578,NOUN,2
középfokú,20918,9.948365311314214,21130,9.958449110610102,ADJ,4
igénylő,20895,9.947265174882016,25179,10.133765592750937,ADJ,3
postai,20873,9.946211736745907,20882,9.946642822850055,ADJ,3
kollektív,20871,9.94611591459175,21715,9.985758544968922,ADJ,3
hiteles,20868,9.945972164142283,30957,10.340354423783824,ADJ,3
írásos,20854,9.945301055349539,20973,9.950991175180095,ADJ,3
ideiglenes,20838,9.94453352197213,28494,10.257448817777178,ADJ,5
közti,20805,9.942948621417042,20824,9.9438614466744,ADJ,2
tavaszi,20788,9.942131176128333,20991,9.951849053414007,ADJ,3
rendszerint,20776,9.941553753342584,20776,9.941553753342584,ADV,3
vezetés,20743,9.939964119346145,100543,11.518340775671497,NOUN,3
tantárgy,20717,9.93870989824589,68425,11.13349353390888,NOUN,2
beruházási,20715,9.938613354511503,20725,9.939095980003495,ADJ,5
táblázat,20707,9.938227086340024,50256,10.824885221778429,NOUN,3
nyomtatott,20704,9.938082197300627,20786,9.942034962148368,ADJ,3
alkalmazható,20697,9.937744041214218,25947,10.163811274974622,ADJ,5
eredetű,20686,9.93721242193775,21011,9.95280138908905,ADJ,4
eladó,20680,9.936922328622366,37476,10.531456007071078,NOUN,3
színházi,20674,9.93663215112843,20903,9.947647968321782,ADJ,3
színű,20619,9.933968259789715,23674,10.072132678513839,ADJ,2
tanszék,20590,9.932560800021836,42194,10.650033309820769,NOUN,2
holott,20545,9.93037288131751,20545,9.93037288131751,CONJ,2
éjjel,20526,9.92944765420566,23880,10.080796567506539,ADV,2
nyelvtani,20515,9.928911604876287,20900,9.947504437952903,ADJ,3
sehol,20511,9.928716606581904,20511,9.928716606581904,ADV,2
termelés,20474,9.926911067479717,40780,10.615947044128447,NOUN,3
etnikai,20468,9.926617969924983,20487,9.927545817629198,ADJ,4
arány,20419,9.924221118923034,132747,11.796200339978771,NOUN,2
turisztikai,20392,9.92289794605595,20395,9.923045051751659,ADJ,5
püspök,20354,9.921032731751877,35197,10.468716130681411,NOUN,2
beszélgetés,20282,9.917489072171941,64465,11.073877719844939,NOUN,4
öröm,20282,9.917489072171941,109515,11.603816805158296,NOUN,2
kérelem,20270,9.916897239446046,89061,11.397076807198014,NOUN,3
távoli,20245,9.915663128466262,23021,10.044162121818896,ADJ,3
nyugodt,20158,9.911356510914823,61633,11.028952720363655,ADJ,2
technológia,20140,9.910463166272553,58457,10.976046720208542,NOUN,5
kerület,20118,9.909370215694283,52549,10.869501346628315,NOUN,3
pap,20114,9.909171369004426,46032,10.737092085791328,NOUN,1
bruttó,20099,9.908425341565751,20432,9.92485757827232,ADJ,2
szilárd,20096,9.908276069267925,24692,10.114234583513786,ADJ,2
szabadalmi,20076,9.907280350774824,20083,9.907628965036679,ADJ,4
email,20051,9.906034306802704,43968,10.69121737558202,NOUN,3
hanghordozó,20041,9.905535454153428,20815,9.943429159629076,NOUN,4
ellenzéki,20039,9.905435653754145,22079,10.002382209510342,ADJ,4
mozgalom,20001,9.90353755128617,41067,10.622960158263622,NOUN,3
felmérés,19983,9.90263719108129,61292,11.023404607698067,NOUN,3
kora,19970,9.901986426409861,21405,9.971379818579047,ADJ,2
Árpád,19951,9.901034546375062,22687,10.029547352196861,NOUN,2
szint,19930,9.89998141320684,294517,12.593092005365312,NOUN,1
nap,19915,9.899228495615745,796301,13.58773253405286,ADV,1
egyedülálló,19907,9.898826707653933,23828,10.078616638748578,ADJ,5
turizmus,19904,9.898675995538905,27126,10.20824795652266,NOUN,3
művész,19895,9.89822372286103,47250,10.763207932921889,NOUN,2
éjszakai,19857,9.896311868787032,19924,9.899680314193175,ADJ,4
nevelési,19853,9.896110408197078,19856,9.896261507444388,ADJ,4
nyár,19833,9.895102496001687,69259,11.145608379503926,NOUN,1
alkotó,19806,9.893740201081249,45717,10.73022549895797,ADJ,3
attól,19805,9.893689710056018,19805,9.893689710056018,ADV,2
remek,19783,9.892578262028092,29598,10.295462070461793,ADJ,2
pálya,19765,9.891667975730785,79868,11.288130550906788,NOUN,2
fekvő,19713,9.889033595565978,20041,9.905535454153428,ADJ,2
leendő,19704,9.888576939800373,19741,9.890452970265668,ADJ,3
egész,19703,9.888526187395968,421042,12.950487870158883,ADV,2
meglepő,19691,9.88791695754517,27574,10.224628578731574,ADJ,3
mutató,19678,9.88725653942571,43309,10.676115744586301,NOUN,3
hó,19678,9.88725653942571,30155,10.314106025885087,NOUN,1
hivatásos,19668,9.88674822853183,20501,9.928228944424575,ADJ,4
érdeklődés,19650,9.885832617297407,66261,11.101356767801578,NOUN,4
csakis,19645,9.88557813199256,19645,9.88557813199256,ADV,2
csoda,19617,9.884151816229386,43506,10.680654138599648,NOUN,2
kollégium,19590,9.882774510938587,40048,10.597834013671555,NOUN,4
nemrég,19582,9.882366055914016,19582,9.882366055914016,ADV,2
tétel,19555,9.880986287189614,72308,11.188690052094746,NOUN,2
érdemi,19547,9.880577100953023,19950,9.90098442231801,ADJ,3
mester,19521,9.879246088163093,40730,10.614720200642457,NOUN,2
közepes,19509,9.878631176537262,25018,10.127350844774687,ADJ,3
kód,19446,9.875396672369602,43889,10.689418998189405,NOUN,1
lefelé,19435,9.874830843286324,19435,9.874830843286324,ADV,3
avagy,19400,9.87302834505142,19400,9.87302834505142,CONJ,2
népszerű,19385,9.87225485010503,34751,10.455963627557306,ADJ,3
híd,19383,9.872151672226275,41894,10.642897897565712,NOUN,1
kezelés,19365,9.871222591948852,115512,11.657129699651055,NOUN,3
hálózati,19353,9.870602725200351,19381,9.872048483700748,ADJ,4
vegyes,19308,9.868274796780383,22055,10.00129461253904,ADJ,2
hamarabb,19253,9.865422171729335,19253,9.865422171729335,ADV,3
ellentétes,19244,9.864954602819344,23115,10.048237036422325,ADJ,4
ablak,19222,9.863810735383229,70943,11.169632016691976,NOUN,2
többféle,19171,9.861153999520049,21419,9.972033657571142,ADJ,3
stratégia,19161,9.860632242229698,51371,10.846829089886597,NOUN,4
lassú,19157,9.860423463065102,98619,11.49901921979566,ADJ,2
baleset,19154,9.860266850081565,41175,10.62558655504584,NOUN,3
utóbbi,19132,9.859117604800188,145147,11.885502300964985,NOUN,3
leírás,19130,9.859013062434299,66781,11.109173887928804,NOUN,3
mindannyian,19125,9.858751658694736,19125,9.858751658694736,ADV,4
alakú,19120,9.858490186605392,21094,9.95674391883656,ADJ,3
ötven,19091,9.856972298794659,29893,10.30537961825751,NUM,2
ingyen,19080,9.856395945002278,19080,9.856395945002278,ADV,2
elhelyezett,19070,9.855871698594465,19272,9.866408544294707,ADJ,4
elem,19052,9.854927361920751,145363,11.886989341272054,NOUN,2
véletlen,19032,9.853877051982794,32253,10.381366341153338,ADJ,3
akkora,19008,9.852615222162372,22452,10.01913497606209,ADJ,3
vers,19000,9.852194258148577,84005,11.338631599863502,NOUN,1
felügyelet,18943,9.849189749128278,50431,10.828361344340758,NOUN,4
jellegzetes,18931,9.84855606900991,23677,10.072259391783,ADJ,4
ugyanez,18905,9.847181716325034,57635,10.961885301035114,NOUN,3
félév,18838,9.843631385382762,59359,10.991359031338174,NOUN,2
valószínű,18836,9.843525211363445,33515,10.419748378792058,ADJ,4
nevezett,18812,9.842250243064939,19403,9.873182972271273,ADJ,3
kénytelen,18792,9.841186526338749,29126,10.279386525042526,ADJ,3
hónapos,18778,9.840441250818493,20086,9.907778333953285,ADJ,3
mostanában,18764,9.839695419448349,18764,9.839695419448349,ADV,4
egyenes,18757,9.839322295060342,24285,10.097614154779846,ADJ,3
izgalmas,18757,9.839322295060342,27707,10.229440367831474,ADJ,3
tájékoztató,18722,9.83745458193169,44065,10.693421095533761,NOUN,5
szakasz,18677,9.835048099313607,92937,11.439677123228389,NOUN,2
azonnali,18672,9.834780354526337,18767,9.839855287291273,ADJ,4
tudatos,18662,9.834244649793968,39461,10.583068121374101,ADJ,3
műanyag,18640,9.833065088239582,24535,10.107855948524003,NOUN,3
ahonnan,18625,9.83226004324776,18625,9.83226004324776,ADV,3
vagyon,18609,9.831400613641227,49560,10.810939335743079,NOUN,2
jármű,18606,9.831239388328504,60492,11.01026640387063,NOUN,2
eső,18601,9.83097062169695,50656,10.83281296268074,ADJ,2
kommunista,18579,9.82978718960617,26783,10.195522636869386,ADJ,4
újonnan,18557,9.828602355344339,18557,9.828602355344339,ADV,3
bor,18524,9.826822467600643,56365,10.939603677478631,NOUN,1
munkavállaló,18523,9.826768482122723,69464,11.148563911740482,NOUN,5
szerencsés,18510,9.826066405567543,29961,10.307651814911244,ADJ,3
törvényes,18500,9.825526011066415,21851,9.992001966066868,ADJ,3
olcsó,18455,9.8230906154641,53225,10.88228348976168,ADJ,2
éles,18407,9.820486306032722,31158,10.346826313072373,ADJ,2
sorozat,18352,9.817493839369153,54194,10.900325480192906,NOUN,3
tisztán,18340,9.816839745810455,18340,9.816839745810455,ADV,2
vékony,18339,9.816785218696834,24688,10.114072574602941,ADJ,2
adatbázis,18338,9.816730688609846,57388,10.95759050121828,NOUN,4
esztergomi,18329,9.816239783971849,18374,9.818691900831412,ADJ,4
kémiai,18295,9.814383077453307,18310,9.815202637668557,ADJ,4
elég,18233,9.810988418039205,191405,12.16214688096177,ADJ,2
úti,18227,9.810659290224933,18291,9.814164414575925,ADJ,2
házi,18194,9.808847148382007,19410,9.873543676163056,ADJ,2
jel,18187,9.808462332127018,97041,11.482888848593689,NOUN,1
intenzív,18183,9.808242370619395,27487,10.221468444611173,ADJ,3
professzor,18165,9.807251944655302,29913,10.306048447496902,NOUN,3
kapható,18157,9.806811440270668,22691,10.02972364908127,ADJ,3
mondható,18150,9.806425839692997,19091,9.856972298794659,ADJ,3
korlátozott,18149,9.806370741756401,25215,10.135194334510826,ADJ,4
teljesítmény,18127,9.805157818462918,73444,11.204278490042078,NOUN,4
jót,18123,9.80493712880685,18123,9.80493712880685,ADV,1
minimum,18094,9.803335670585687,27163,10.209611032126512,ADV,3
vállalt,18045,9.800623917076889,18558,9.828656241913125,ADJ,2
középiskolai,18015,9.798960023182193,18044,9.800568498528287,ADJ,6
köszönhető,17975,9.796737182589247,60760,11.01468695670971,ADJ,4
újság,17957,9.795735290041899,49022,10.800024455923422,NOUN,2
éjszaka,17940,9.794788135612787,64845,11.079755085769841,ADV,3
termelési,17937,9.794620897549015,17951,9.79540110267107,ADJ,4
kifejezés,17894,9.792220740107542,81108,11.303536878888355,NOUN,4
akkoriban,17893,9.792164853891862,17893,9.792164853891862,ADV,4
apa,17889,9.791941277791215,84251,11.341555717580368,NOUN,2
eltérés,17888,9.791885375954825,42107,10.647969276632866,NOUN,3
japán,17879,9.79138211875182,36339,10.500646823684912,ADJ,2
jelentőségű,17863,9.790486813448885,19107,9.857810039039476,ADJ,5
használati,17845,9.789478635924262,17852,9.78987082574916,ADJ,4
vezetői,17843,9.789366553431428,17967,9.796292020932572,ADJ,4
ketten,17820,9.788076701024801,17820,9.788076701024801,ADV,2
siker,17799,9.786897554926753,102523,11.537842442632778,NOUN,2
villamos,17777,9.785660765922685,38543,10.559529780142832,ADJ,3
gonosz,17736,9.783351751296147,27256,10.213028959340802,ADJ,2
kísérleti,17734,9.783238979939952,18285,9.81383633058348,ADJ,4
segítség,17731,9.783069799056989,256679,12.455581555955352,NOUN,3
elfogadható,17714,9.782110566369528,24846,10.120452052773622,ADJ,5
szállítási,17707,9.781715320606217,17708,9.781771793852032,ADJ,4
szellem,17692,9.780867838988218,60268,11.00655656192118,NOUN,2
informatika,17682,9.780302451965749,84020,11.338810144723373,NOUN,5
hőmérséklet,17679,9.780132773506024,40383,10.606164183312202,NOUN,4
ajtó,17654,9.778717665580178,72553,11.19207260824997,NOUN,2
védelem,17653,9.778661019589283,116519,11.665809628818899,NOUN,3
plusz,17652,9.778604370389438,23591,10.068620562346831,ADJ,1
nyilvánosság,17650,9.778491062361443,55562,10.92525479334063,NOUN,4
minősített,17642,9.778037701818713,17834,9.788862026694824,ADJ,4
bérleti,17636,9.777697546477828,17638,9.777810944448126,ADJ,3
felügyelő,17623,9.77696014606437,21989,9.99829760729877,ADJ,4
őszinte,17621,9.77684665156873,39369,10.580733983564397,ADJ,3
közúti,17593,9.775256374639046,17617,9.77661962392714,ADJ,3
erdő,17591,9.775142686598905,55954,10.932285203588544,NOUN,2
hová,17584,9.774744676643403,17584,9.774744676643403,ADV,2
játékos,17581,9.774574052442789,60227,11.005876035732005,NOUN,3
motor,17580,9.774517171239168,41172,10.62551369264645,NOUN,2
utólag,17568,9.773834344309257,17568,9.773834344309257,ADV,3
mégiscsak,17525,9.771383711902791,17557,9.773208009769208,ADV,3
nélkülözhetetlen,17517,9.770927116951647,21219,9.962652285704099,ADJ,6
tapasztalat,17514,9.77075584008217,157216,11.965375934968375,NOUN,4
falusi,17470,9.768240403128102,18849,9.844215141071057,ADJ,3
időpont,17449,9.76703761939823,114154,11.645303692955913,NOUN,3
hatás,17435,9.766234959109752,244822,12.408286694863351,NOUN,2
azon,17433,9.766120240743215,17441,9.766579035268668,CONJ,2
szerkesztőség,17424,9.765603845172741,31545,10.35917037680491,NOUN,4
változat,17414,9.765029759388561,76902,11.250287162957878,NOUN,3
kuratórium,17399,9.764168012286715,31915,10.370831397690157,NOUN,5
egyetemes,17394,9.76388059814971,18829,9.843153513496429,ADJ,4
mesterséges,17356,9.761693546918242,22178,10.006856085513162,ADJ,4
hova,17356,9.761693546918242,17356,9.761693546918242,ADV,2
euró,17348,9.761232504955258,37778,10.539482201591765,NOUN,3
állomány,17344,9.761001904239373,55403,10.922389022893778,NOUN,3
állítólag,17338,9.760655903428585,17338,9.760655903428585,ADV,4
ily,17326,9.759963542450086,37259,10.525648805362787,ADJ,1
